Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,Region,State,City,Category,Sub_Category,Product_Name,Quantity,Discount,Sales,Profit,Shipping_Days,Year,Month_Number,Month_Name,Quarter
512,ORD-000512,2024-02-01,2024-02-02,First Class,CUST-0529,Customer 0529,Consumer,Japan,Asia,Aichi,Sydney,Office Supplies,Supplies,Office Supplies Kit,5,0.05,284.09,-76.22,1,2024,2,February,Q1
513,ORD-000513,2023-01-12,2023-01-14,Second Class,CUST-1876,Customer 1876,Consumer,United States,North America,Illinois,Toronto,Technology,Phones,Smartphone,3,0.0,1845.77,276.82,2,2023,1,January,Q1
514,ORD-000514,2024-08-29,2024-08-29,Same Day,CUST-1177,Customer 1177,Consumer,Japan,Asia,Osaka,Bengaluru,Office Supplies,Paper,Copy Paper,5,0.05,168.83,-6.54,0,2024,8,August,Q3
515,ORD-000515,2023-10-29,2023-11-02,Second Class,CUST-1829,Customer 1829,Consumer,United States,North America,Illinois,São Paulo,Office Supplies,Art,Art Set,3,0.05,123.56,5.28,4,2023,10,October,Q4
516,ORD-000516,2023-09-10,2023-09-15,Standard Class,CUST-1431,Customer 1431,Corporate,Germany,Europe,Saxony,Shanghai,Office Supplies,Fasteners,Fastener Pack,4,0.0,41.67,-2.84,5,2023,9,September,Q3
517,ORD-000517,2024-05-13,2024-05-13,Same Day,CUST-0151,Customer 0151,Consumer,Australia,Oceania,Victoria,Toronto,Office Supplies,Storage,Storage Box,5,0.0,400.96,16.17,0,2024,5,May,Q2
518,ORD-000518,2023-02-04,2023-02-07,Second Class,CUST-0459,Customer 0459,Consumer,United Kingdom,Europe,Wales,Sydney,Technology,Accessories,Wireless Keyboard,4,0.1,246.93,17.27,3,2023,2,February,Q1
519,ORD-000519,2024-12-27,2025-01-01,Standard Class,CUST-0558,Customer 0558,Consumer,Japan,Asia,Aichi,Berlin,Technology,Accessories,USB-C Hub,4,0.15,342.76,29.72,5,2024,12,December,Q4
520,ORD-000520,2023-03-31,2023-04-05,Standard Class,CUST-0724,Customer 0724,Corporate,Mexico,North America,Nuevo León,New York,Office Supplies,Paper,Copy Paper,5,0.25,172.47,-9.92,5,2023,3,March,Q1
521,ORD-000521,2024-08-27,2024-08-30,Second Class,CUST-0135,Customer 0135,Home Office,United States,North America,Illinois,Los Angeles,Office Supplies,Art,Art Set,8,0.0,258.22,26.32,3,2024,8,August,Q3
522,ORD-000522,2024-08-24,2024-08-28,Second Class,CUST-1623,Customer 1623,Home Office,Japan,Asia,Aichi,Bengaluru,Technology,Accessories,Wireless Keyboard,2,0.0,120.33,14.51,4,2024,8,August,Q3
523,ORD-000523,2024-02-22,2024-02-23,First Class,CUST-1854,Customer 1854,Corporate,China,Asia,Jiangsu,Los Angeles,Furniture,Furnishings,Office Desk Lamp,3,0.0,264.35,22.78,1,2024,2,February,Q1
524,ORD-000524,2023-04-25,2023-05-02,Standard Class,CUST-0407,Customer 0407,Consumer,France,Europe,Auvergne-Rhône-Alpes,Mumbai,Office Supplies,Paper,Copy Paper,1,0.1,35.67,-5.32,7,2023,4,April,Q2
525,ORD-000525,2024-09-08,2024-09-10,First Class,CUST-0603,Customer 0603,Consumer,Japan,Asia,Osaka,Tokyo,Technology,Machines,Desktop Computer,2,0.1,2236.29,291.64,2,2024,9,September,Q3
526,ORD-000526,2023-07-15,2023-07-19,Standard Class,CUST-0213,Customer 0213,Corporate,United States,North America,Illinois,Tokyo,Technology,Machines,Desktop Computer,2,0.05,2166.73,348.67,4,2023,7,July,Q3
527,ORD-000527,2024-05-15,2024-05-20,Standard Class,CUST-0149,Customer 0149,Consumer,India,Asia,Maharashtra,Toronto,Furniture,Furnishings,Office Desk Lamp,6,0.15,445.83,20.34,5,2024,5,May,Q2
528,ORD-000528,2024-09-17,2024-09-22,Standard Class,CUST-0314,Customer 0314,Corporate,Canada,North America,Quebec,New York,Technology,Accessories,Wireless Keyboard,3,0.15,174.07,6.91,5,2024,9,September,Q3
529,ORD-000529,2024-05-07,2024-05-13,Standard Class,CUST-0946,Customer 0946,Corporate,United States,North America,Florida,São Paulo,Office Supplies,Binders,Premium Binder,5,0.3,149.85,-25.93,6,2024,5,May,Q2
530,ORD-000530,2023-03-16,2023-03-19,Second Class,CUST-0668,Customer 0668,Corporate,Australia,Oceania,Queensland,Melbourne,Furniture,Furnishings,Office Desk Lamp,1,0.0,72.99,11.08,3,2023,3,March,Q1
531,ORD-000531,2024-02-17,2024-02-23,Standard Class,CUST-1125,Customer 1125,Home Office,Germany,Europe,Saxony,Melbourne,Furniture,Chairs,Ergonomic Office Chair,3,0.0,719.2,100.64,6,2024,2,February,Q1
532,ORD-000532,2024-01-11,2024-01-14,Standard Class,CUST-1090,Customer 1090,Consumer,France,Europe,Auvergne-Rhône-Alpes,New York,Technology,Machines,Desktop Computer,7,0.0,6643.74,1166.58,3,2024,1,January,Q1
533,ORD-000533,2024-02-24,2024-02-28,Standard Class,CUST-1373,Customer 1373,Corporate,France,Europe,Nouvelle-Aquitaine,Shanghai,Office Supplies,Fasteners,Fastener Pack,2,0.0,28.27,-10.92,4,2024,2,February,Q1
534,ORD-000534,2024-12-29,2025-01-01,Second Class,CUST-0370,Customer 0370,Home Office,United Kingdom,Europe,England,Sydney,Office Supplies,Art,Art Set,1,0.25,30.59,-0.26,3,2024,12,December,Q4
535,ORD-000535,2023-10-04,2023-10-06,First Class,CUST-0521,Customer 0521,Home Office,Japan,Asia,Osaka,London,Office Supplies,Fasteners,Fastener Pack,3,0.05,33.03,-0.14,2,2023,10,October,Q4
536,ORD-000536,2024-11-06,2024-11-11,Standard Class,CUST-1059,Customer 1059,Home Office,Brazil,South America,Paraná,São Paulo,Office Supplies,Appliances,Printer,4,0.1,1785.47,132.49,5,2024,11,November,Q4
537,ORD-000537,2024-01-29,2024-02-01,Second Class,CUST-0486,Customer 0486,Corporate,Japan,Asia,Kanagawa,Berlin,Furniture,Chairs,Ergonomic Office Chair,3,0.05,834.71,119.37,3,2024,1,January,Q1
538,ORD-000538,2024-04-01,2024-04-02,First Class,CUST-0743,Customer 0743,Home Office,Brazil,South America,Paraná,Los Angeles,Technology,Accessories,USB-C Hub,3,0.0,281.11,33.94,1,2024,4,April,Q2
539,ORD-000539,2023-07-11,2023-07-12,First Class,CUST-1903,Customer 1903,Consumer,Mexico,North America,Jalisco,São Paulo,Office Supplies,Fasteners,Fastener Pack,4,0.0,50.19,0.44,1,2023,7,July,Q3
540,ORD-000540,2024-11-19,2024-11-23,Standard Class,CUST-0061,Customer 0061,Consumer,China,Asia,Zhejiang,Tokyo,Office Supplies,Labels,Address Labels,2,0.05,31.04,5.13,4,2024,11,November,Q4
541,ORD-000541,2023-04-09,2023-04-14,Standard Class,CUST-0580,Customer 0580,Corporate,Spain,Europe,Andalusia,Bengaluru,Furniture,Tables,Conference Table,5,0.1,1709.76,162.02,5,2023,4,April,Q2
542,ORD-000542,2024-07-01,2024-07-04,Second Class,CUST-1918,Customer 1918,Home Office,Germany,Europe,Saxony,New York,Office Supplies,Labels,Address Labels,1,0.3,21.09,1.12,3,2024,7,July,Q3
543,ORD-000543,2023-04-06,2023-04-10,Second Class,CUST-0470,Customer 0470,Corporate,India,Asia,Delhi,Shanghai,Office Supplies,Envelopes,Business Envelopes,2,0.1,45.1,-8.48,4,2023,4,April,Q2
544,ORD-000544,2024-10-25,2024-10-29,Second Class,CUST-1815,Customer 1815,Corporate,United States,North America,Texas,São Paulo,Office Supplies,Supplies,Office Supplies Kit,4,0.1,242.95,9.8,4,2024,10,October,Q4
545,ORD-000545,2024-10-24,2024-10-28,Standard Class,CUST-0390,Customer 0390,Home Office,Germany,Europe,Saxony,São Paulo,Office Supplies,Binders,Premium Binder,6,0.0,158.63,-4.17,4,2024,10,October,Q4
546,ORD-000546,2023-07-09,2023-07-14,Standard Class,CUST-0100,Customer 0100,Consumer,China,Asia,Shanghai,Melbourne,Office Supplies,Binders,Premium Binder,5,0.2,120.23,-4.31,5,2023,7,July,Q3
547,ORD-000547,2023-02-06,2023-02-08,Second Class,CUST-0468,Customer 0468,Corporate,Brazil,South America,Minas Gerais,Sydney,Furniture,Tables,Conference Table,5,0.0,1841.75,269.41,2,2023,2,February,Q1
548,ORD-000548,2024-01-04,2024-01-07,Standard Class,CUST-0453,Customer 0453,Corporate,Germany,Europe,North Rhine-Westphalia,Paris,Technology,Accessories,USB-C Hub,2,0.2,182.76,-4.74,3,2024,1,January,Q1
549,ORD-000549,2024-11-25,2024-11-29,Second Class,CUST-1932,Customer 1932,Consumer,Australia,Oceania,Western Australia,Melbourne,Office Supplies,Storage,Storage Box,1,0.1,101.71,2.79,4,2024,11,November,Q4
550,ORD-000550,2024-06-08,2024-06-11,Second Class,CUST-0315,Customer 0315,Consumer,United States,North America,New York,Delhi,Technology,Copiers,Laser Copier,2,0.0,1948.74,294.81,3,2024,6,June,Q2
551,ORD-000551,2023-10-06,2023-10-12,Standard Class,CUST-1857,Customer 1857,Consumer,United Kingdom,Europe,Scotland,Paris,Office Supplies,Art,Art Set,6,0.05,219.22,12.67,6,2023,10,October,Q4
552,ORD-000552,2023-08-05,2023-08-09,Second Class,CUST-1703,Customer 1703,Consumer,Mexico,North America,Yucatán,Tokyo,Office Supplies,Fasteners,Fastener Pack,6,0.3,76.54,-2.78,4,2023,8,August,Q3
553,ORD-000553,2023-09-30,2023-10-04,Standard Class,CUST-1833,Customer 1833,Home Office,United Kingdom,Europe,Northern Ireland,Sydney,Furniture,Furnishings,Office Desk Lamp,8,0.05,683.07,56.01,4,2023,9,September,Q3
554,ORD-000554,2023-03-03,2023-03-08,Standard Class,CUST-1539,Customer 1539,Consumer,Brazil,South America,São Paulo,Toronto,Office Supplies,Envelopes,Business Envelopes,1,0.0,18.85,-3.68,5,2023,3,March,Q1
555,ORD-000555,2024-08-18,2024-08-25,Standard Class,CUST-0126,Customer 0126,Consumer,Canada,North America,Ontario,London,Office Supplies,Binders,Premium Binder,3,0.0,99.38,-10.2,7,2024,8,August,Q3
556,ORD-000556,2024-12-29,2024-12-30,Same Day,CUST-1066,Customer 1066,Consumer,Japan,Asia,Kanagawa,Bengaluru,Furniture,Tables,Conference Table,4,0.1,1450.3,127.85,1,2024,12,December,Q4
557,ORD-000557,2023-12-08,2023-12-11,Second Class,CUST-0683,Customer 0683,Corporate,Brazil,South America,São Paulo,Toronto,Office Supplies,Supplies,Office Supplies Kit,4,0.0,260.31,33.48,3,2023,12,December,Q4
558,ORD-000558,2024-02-01,2024-02-05,Standard Class,CUST-0632,Customer 0632,Consumer,Mexico,North America,Yucatán,Sydney,Office Supplies,Binders,Premium Binder,4,0.15,125.17,7.34,4,2024,2,February,Q1
559,ORD-000559,2024-11-29,2024-12-03,Standard Class,CUST-1237,Customer 1237,Corporate,United States,North America,Florida,Toronto,Office Supplies,Labels,Address Labels,5,0.2,81.3,-3.98,4,2024,11,November,Q4
560,ORD-000560,2023-01-19,2023-01-25,Standard Class,CUST-1730,Customer 1730,Home Office,Australia,Oceania,Western Australia,São Paulo,Office Supplies,Storage,Storage Box,2,0.25,154.33,-0.63,6,2023,1,January,Q1
561,ORD-000561,2023-06-26,2023-06-30,Second Class,CUST-0096,Customer 0096,Home Office,China,Asia,Zhejiang,Paris,Furniture,Furnishings,Office Desk Lamp,1,0.0,73.03,-0.92,4,2023,6,June,Q2
562,ORD-000562,2024-09-03,2024-09-08,Standard Class,CUST-0285,Customer 0285,Consumer,Spain,Europe,Andalusia,Bengaluru,Office Supplies,Storage,Storage Box,2,0.1,160.21,19.14,5,2024,9,September,Q3
563,ORD-000563,2024-01-31,2024-02-02,Second Class,CUST-1199,Customer 1199,Consumer,United Kingdom,Europe,Scotland,Mumbai,Technology,Accessories,USB-C Hub,1,0.0,80.3,4.69,2,2024,1,January,Q1
564,ORD-000564,2024-03-20,2024-03-23,Second Class,CUST-1500,Customer 1500,Consumer,Brazil,South America,Rio de Janeiro,São Paulo,Office Supplies,Envelopes,Business Envelopes,2,0.1,46.7,4.2,3,2024,3,March,Q1
565,ORD-000565,2023-08-21,2023-08-24,Second Class,CUST-0225,Customer 0225,Consumer,China,Asia,Zhejiang,Berlin,Office Supplies,Storage,Storage Box,1,0.15,85.24,-7.85,3,2023,8,August,Q3
566,ORD-000566,2023-03-17,2023-03-21,Second Class,CUST-0922,Customer 0922,Home Office,Australia,Oceania,Western Australia,London,Office Supplies,Art,Art Set,2,0.1,60.88,0.71,4,2023,3,March,Q1
567,ORD-000567,2023-09-22,2023-09-25,Standard Class,CUST-0253,Customer 0253,Consumer,United Kingdom,Europe,Wales,Sydney,Office Supplies,Labels,Address Labels,4,0.2,85.79,6.56,3,2023,9,September,Q3
568,ORD-000568,2024-03-30,2024-03-31,First Class,CUST-1679,Customer 1679,Corporate,Brazil,South America,Rio de Janeiro,Sydney,Furniture,Chairs,Ergonomic Office Chair,7,0.15,1677.97,130.86,1,2024,3,March,Q1
569,ORD-000569,2024-12-18,2024-12-23,Standard Class,CUST-0301,Customer 0301,Home Office,Mexico,North America,Puebla,Madrid,Office Supplies,Supplies,Office Supplies Kit,6,0.0,378.8,40.09,5,2024,12,December,Q4
570,ORD-000570,2024-01-19,2024-01-23,Second Class,CUST-0986,Customer 0986,Consumer,United Kingdom,Europe,Northern Ireland,Tokyo,Office Supplies,Binders,Premium Binder,2,0.1,49.05,-7.42,4,2024,1,January,Q1
571,ORD-000571,2024-07-17,2024-07-22,Standard Class,CUST-1225,Customer 1225,Consumer,Brazil,South America,São Paulo,Delhi,Office Supplies,Envelopes,Business Envelopes,1,0.0,24.94,-5.72,5,2024,7,July,Q3
572,ORD-000572,2024-05-20,2024-05-22,First Class,CUST-1853,Customer 1853,Corporate,United States,North America,Florida,Delhi,Technology,Copiers,Laser Copier,1,0.05,774.09,106.37,2,2024,5,May,Q2
573,ORD-000573,2024-01-02,2024-01-05,Second Class,CUST-1493,Customer 1493,Consumer,Australia,Oceania,New South Wales,Sydney,Office Supplies,Paper,Copy Paper,8,0.0,278.47,24.48,3,2024,1,January,Q1
574,ORD-000574,2023-05-24,2023-05-29,Standard Class,CUST-0404,Customer 0404,Home Office,Mexico,North America,Yucatán,Melbourne,Furniture,Tables,Conference Table,3,0.25,1135.71,28.85,5,2023,5,May,Q2
575,ORD-000575,2023-03-10,2023-03-13,Second Class,CUST-1329,Customer 1329,Consumer,China,Asia,Guangdong,Sydney,Technology,Machines,Desktop Computer,1,0.05,1110.01,179.78,3,2023,3,March,Q1
576,ORD-000576,2023-04-09,2023-04-12,Second Class,CUST-0283,Customer 0283,Corporate,China,Asia,Jiangsu,Sydney,Technology,Copiers,Laser Copier,6,0.1,4907.41,573.51,3,2023,4,April,Q2
577,ORD-000577,2024-01-31,2024-02-05,Standard Class,CUST-1258,Customer 1258,Home Office,Spain,Europe,Andalusia,Madrid,Office Supplies,Paper,Copy Paper,2,0.15,56.84,-6.6,5,2024,1,January,Q1
578,ORD-000578,2023-01-25,2023-01-30,Standard Class,CUST-0705,Customer 0705,Corporate,Germany,Europe,Saxony,São Paulo,Office Supplies,Binders,Premium Binder,7,0.15,225.91,-11.64,5,2023,1,January,Q1
579,ORD-000579,2024-04-13,2024-04-19,Standard Class,CUST-0777,Customer 0777,Corporate,Canada,North America,Alberta,Madrid,Office Supplies,Supplies,Office Supplies Kit,2,0.15,106.27,-0.45,6,2024,4,April,Q2
580,ORD-000580,2024-04-28,2024-04-29,First Class,CUST-1404,Customer 1404,Home Office,United States,North America,California,New York,Technology,Machines,Desktop Computer,2,0.0,1769.63,328.72,1,2024,4,April,Q2
581,ORD-000581,2024-07-18,2024-07-24,Standard Class,CUST-1978,Customer 1978,Home Office,Mexico,North America,Jalisco,Delhi,Office Supplies,Supplies,Office Supplies Kit,3,0.15,168.33,-2.71,6,2024,7,July,Q3
582,ORD-000582,2023-05-31,2023-06-04,Standard Class,CUST-0307,Customer 0307,Consumer,United Kingdom,Europe,England,Mumbai,Office Supplies,Storage,Storage Box,7,0.1,536.18,37.61,4,2023,5,May,Q2
583,ORD-000583,2023-05-24,2023-05-25,First Class,CUST-1958,Customer 1958,Home Office,China,Asia,Guangdong,New York,Office Supplies,Binders,Premium Binder,6,0.1,160.26,1.91,1,2023,5,May,Q2
584,ORD-000584,2024-07-22,2024-07-27,Standard Class,CUST-1620,Customer 1620,Consumer,Japan,Asia,Osaka,Delhi,Furniture,Bookcases,Office Bookcase,3,0.0,531.82,77.87,5,2024,7,July,Q3
585,ORD-000585,2023-02-08,2023-02-12,Standard Class,CUST-1401,Customer 1401,Corporate,Australia,Oceania,Queensland,Paris,Furniture,Bookcases,Office Bookcase,2,0.0,340.93,58.87,4,2023,2,February,Q1
586,ORD-000586,2023-04-19,2023-04-22,Second Class,CUST-0659,Customer 0659,Consumer,United States,North America,New York,Los Angeles,Technology,Accessories,Wireless Keyboard,2,0.25,130.99,-90.03,3,2023,4,April,Q2
587,ORD-000587,2024-11-23,2024-11-23,Same Day,CUST-0684,Customer 0684,Corporate,Mexico,North America,Jalisco,Paris,Technology,Accessories,USB-C Hub,8,0.0,630.16,68.75,0,2024,11,November,Q4
588,ORD-000588,2023-02-11,2023-02-15,Second Class,CUST-1291,Customer 1291,Consumer,Mexico,North America,Yucatán,Paris,Office Supplies,Paper,Copy Paper,4,0.05,143.5,-13.84,4,2023,2,February,Q1
589,ORD-000589,2023-07-05,2023-07-06,First Class,CUST-1406,Customer 1406,Corporate,United Kingdom,Europe,Northern Ireland,Mumbai,Office Supplies,Fasteners,Fastener Pack,5,0.0,70.29,4.0,1,2023,7,July,Q3
590,ORD-000590,2024-02-02,2024-02-05,Standard Class,CUST-0846,Customer 0846,Home Office,Mexico,North America,Puebla,Toronto,Technology,Machines,Desktop Computer,3,0.0,2523.17,461.42,3,2024,2,February,Q1
591,ORD-000591,2023-08-11,2023-08-13,Second Class,CUST-1241,Customer 1241,Consumer,India,Asia,Maharashtra,Bengaluru,Furniture,Tables,Conference Table,3,0.0,1195.06,171.32,2,2023,8,August,Q3
592,ORD-000592,2024-09-25,2024-10-01,Standard Class,CUST-0076,Customer 0076,Home Office,United States,North America,Illinois,Paris,Office Supplies,Binders,Premium Binder,3,0.1,98.79,-3.32,6,2024,9,September,Q3
593,ORD-000593,2023-05-13,2023-05-15,Second Class,CUST-1965,Customer 1965,Home Office,Brazil,South America,Rio de Janeiro,Toronto,Furniture,Bookcases,Office Bookcase,4,0.2,785.03,11.66,2,2023,5,May,Q2
594,ORD-000594,2023-06-12,2023-06-15,Second Class,CUST-0647,Customer 0647,Consumer,China,Asia,Guangdong,Sydney,Office Supplies,Fasteners,Fastener Pack,6,0.05,86.31,9.81,3,2023,6,June,Q2
595,ORD-000595,2023-08-03,2023-08-09,Standard Class,CUST-1155,Customer 1155,Consumer,China,Asia,Jiangsu,Paris,Office Supplies,Supplies,Office Supplies Kit,3,0.05,159.6,25.64,6,2023,8,August,Q3
596,ORD-000596,2023-08-23,2023-08-25,Second Class,CUST-1383,Customer 1383,Corporate,Brazil,South America,Paraná,Shanghai,Furniture,Chairs,Ergonomic Office Chair,3,0.1,821.24,80.87,2,2023,8,August,Q3
597,ORD-000597,2024-10-19,2024-10-23,Second Class,CUST-0254,Customer 0254,Consumer,United States,North America,California,Paris,Furniture,Chairs,Ergonomic Office Chair,2,0.05,521.18,73.05,4,2024,10,October,Q4
598,ORD-000598,2024-08-10,2024-08-12,First Class,CUST-0464,Customer 0464,Home Office,Canada,North America,British Columbia,Berlin,Technology,Accessories,USB-C Hub,1,0.2,77.06,23.91,2,2024,8,August,Q3
599,ORD-000599,2023-01-09,2023-01-11,First Class,CUST-1342,Customer 1342,Corporate,Japan,Asia,Tokyo,São Paulo,Technology,Machines,Desktop Computer,7,0.05,7292.63,1147.07,2,2023,1,January,Q1
600,ORD-000600,2023-03-15,2023-03-16,First Class,CUST-1281,Customer 1281,Consumer,United States,North America,Texas,New York,Office Supplies,Supplies,Office Supplies Kit,2,0.1,113.12,3.73,1,2023,3,March,Q1
601,ORD-000601,2024-05-06,2024-05-08,First Class,CUST-0527,Customer 0527,Consumer,France,Europe,Nouvelle-Aquitaine,Los Angeles,Office Supplies,Binders,Premium Binder,5,0.1,128.26,7.68,2,2024,5,May,Q2
602,ORD-000602,2023-09-10,2023-09-13,Second Class,CUST-0940,Customer 0940,Corporate,Mexico,North America,Jalisco,Paris,Office Supplies,Fasteners,Fastener Pack,4,0.15,43.72,-3.04,3,2023,9,September,Q3
603,ORD-000603,2023-08-18,2023-08-20,First Class,CUST-0523,Customer 0523,Home Office,Germany,Europe,Hesse,Paris,Office Supplies,Storage,Storage Box,5,0.1,467.37,36.42,2,2023,8,August,Q3
604,ORD-000604,2024-06-02,2024-06-06,Second Class,CUST-1921,Customer 1921,Home Office,United Kingdom,Europe,Northern Ireland,Tokyo,Furniture,Furnishings,Office Desk Lamp,7,0.0,577.07,54.47,4,2024,6,June,Q2
605,ORD-000605,2023-06-23,2023-06-26,Second Class,CUST-1283,Customer 1283,Home Office,India,Asia,Maharashtra,Berlin,Technology,Accessories,USB-C Hub,4,0.0,331.45,42.84,3,2023,6,June,Q2
606,ORD-000606,2024-10-14,2024-10-21,Standard Class,CUST-1174,Customer 1174,Corporate,Germany,Europe,North Rhine-Westphalia,New York,Office Supplies,Binders,Premium Binder,7,0.25,201.0,-20.08,7,2024,10,October,Q4
607,ORD-000607,2023-06-17,2023-06-23,Standard Class,CUST-0427,Customer 0427,Corporate,Brazil,South America,Rio de Janeiro,London,Furniture,Bookcases,Office Bookcase,1,0.15,164.34,6.74,6,2023,6,June,Q2
608,ORD-000608,2023-06-19,2023-06-22,Standard Class,CUST-1670,Customer 1670,Corporate,United Kingdom,Europe,Northern Ireland,São Paulo,Technology,Accessories,Wireless Keyboard,4,0.0,260.07,23.15,3,2023,6,June,Q2
609,ORD-000609,2024-01-28,2024-02-01,Standard Class,CUST-0534,Customer 0534,Corporate,United Kingdom,Europe,Wales,Melbourne,Technology,Copiers,Laser Copier,5,0.2,4908.7,346.38,4,2024,1,January,Q1
610,ORD-000610,2024-09-25,2024-10-01,Standard Class,CUST-1133,Customer 1133,Consumer,Japan,Asia,Kanagawa,São Paulo,Office Supplies,Labels,Address Labels,2,0.1,41.37,-13.11,6,2024,9,September,Q3
611,ORD-000611,2023-07-13,2023-07-20,Standard Class,CUST-0306,Customer 0306,Consumer,United Kingdom,Europe,England,São Paulo,Furniture,Bookcases,Office Bookcase,5,0.1,973.19,80.83,7,2023,7,July,Q3
612,ORD-000612,2024-05-31,2024-06-07,Standard Class,CUST-1820,Customer 1820,Corporate,China,Asia,Shanghai,Tokyo,Office Supplies,Appliances,Printer,5,0.0,2518.06,320.38,7,2024,5,May,Q2
613,ORD-000613,2023-01-29,2023-02-02,Second Class,CUST-1870,Customer 1870,Consumer,India,Asia,Tamil Nadu,Paris,Furniture,Furnishings,Office Desk Lamp,6,0.15,523.18,31.28,4,2023,1,January,Q1
614,ORD-000614,2023-06-14,2023-06-19,Standard Class,CUST-1023,Customer 1023,Consumer,China,Asia,Guangdong,Toronto,Technology,Machines,Desktop Computer,2,0.0,1711.58,319.05,5,2023,6,June,Q2
615,ORD-000615,2024-02-26,2024-03-02,Standard Class,CUST-0238,Customer 0238,Home Office,Mexico,North America,Nuevo León,Berlin,Technology,Phones,Smartphone,4,0.15,2573.21,216.57,5,2024,2,February,Q1
616,ORD-000616,2023-12-05,2023-12-07,Second Class,CUST-0736,Customer 0736,Corporate,France,Europe,Occitanie,São Paulo,Technology,Phones,Smartphone,2,0.0,1165.03,162.45,2,2023,12,December,Q4
617,ORD-000617,2024-10-09,2024-10-13,Standard Class,CUST-0378,Customer 0378,Home Office,Spain,Europe,Valencia,Shanghai,Technology,Copiers,Laser Copier,5,0.15,4305.81,393.26,4,2024,10,October,Q4
618,ORD-000618,2024-05-10,2024-05-13,Second Class,CUST-1565,Customer 1565,Home Office,Japan,Asia,Aichi,London,Furniture,Chairs,Ergonomic Office Chair,3,0.0,807.65,113.98,3,2024,5,May,Q2
619,ORD-000619,2023-12-31,2024-01-03,Second Class,CUST-0389,Customer 0389,Home Office,India,Asia,Delhi,Sydney,Technology,Accessories,USB-C Hub,4,0.0,289.45,31.46,3,2023,12,December,Q4
620,ORD-000620,2023-12-08,2023-12-14,Standard Class,CUST-0364,Customer 0364,Corporate,Germany,Europe,Bavaria,São Paulo,Office Supplies,Supplies,Office Supplies Kit,2,0.0,127.4,24.08,6,2023,12,December,Q4
621,ORD-000621,2024-05-14,2024-05-18,Second Class,CUST-1443,Customer 1443,Home Office,Australia,Oceania,Queensland,New York,Office Supplies,Supplies,Office Supplies Kit,1,0.0,57.7,3.97,4,2024,5,May,Q2
622,ORD-000622,2024-10-18,2024-10-23,Standard Class,CUST-0651,Customer 0651,Home Office,Mexico,North America,Nuevo León,Mumbai,Technology,Copiers,Laser Copier,1,0.1,945.31,103.45,5,2024,10,October,Q4
623,ORD-000623,2024-05-25,2024-06-01,Standard Class,CUST-1281,Customer 1281,Consumer,United States,North America,California,Los Angeles,Office Supplies,Envelopes,Business Envelopes,1,0.0,19.05,-4.84,7,2024,5,May,Q2
624,ORD-000624,2023-11-23,2023-11-27,Second Class,CUST-0880,Customer 0880,Corporate,Brazil,South America,Paraná,Berlin,Office Supplies,Paper,Copy Paper,4,0.3,113.0,-12.73,4,2023,11,November,Q4
625,ORD-000625,2023-08-05,2023-08-07,First Class,CUST-0775,Customer 0775,Corporate,France,Europe,Île-de-France,Bengaluru,Office Supplies,Envelopes,Business Envelopes,6,0.1,140.88,6.37,2,2023,8,August,Q3
626,ORD-000626,2023-10-28,2023-10-31,Standard Class,CUST-0387,Customer 0387,Corporate,Mexico,North America,Yucatán,Paris,Office Supplies,Labels,Address Labels,1,0.1,20.58,-12.91,3,2023,10,October,Q4
627,ORD-000627,2023-05-12,2023-05-12,Same Day,CUST-0470,Customer 0470,Corporate,United States,North America,Texas,Sydney,Furniture,Bookcases,Office Bookcase,1,0.0,208.05,25.75,0,2023,5,May,Q2
628,ORD-000628,2023-03-11,2023-03-18,Standard Class,CUST-0031,Customer 0031,Home Office,France,Europe,Nouvelle-Aquitaine,São Paulo,Office Supplies,Storage,Storage Box,3,0.05,278.19,24.95,7,2023,3,March,Q1
629,ORD-000629,2023-09-09,2023-09-10,First Class,CUST-0387,Customer 0387,Home Office,United States,North America,New York,Shanghai,Office Supplies,Fasteners,Fastener Pack,5,0.0,55.22,-11.12,1,2023,9,September,Q3
630,ORD-000630,2024-02-19,2024-02-22,Second Class,CUST-1297,Customer 1297,Consumer,India,Asia,Uttar Pradesh,New York,Office Supplies,Appliances,Printer,1,0.15,385.67,12.76,3,2024,2,February,Q1
631,ORD-000631,2024-03-20,2024-03-24,Second Class,CUST-1554,Customer 1554,Consumer,Japan,Asia,Osaka,Bengaluru,Office Supplies,Fasteners,Fastener Pack,2,0.05,27.8,0.38,4,2024,3,March,Q1
632,ORD-000632,2023-07-01,2023-07-05,Standard Class,CUST-0079,Customer 0079,Home Office,Australia,Oceania,New South Wales,Madrid,Technology,Copiers,Laser Copier,2,0.15,1512.38,151.42,4,2023,7,July,Q3
633,ORD-000633,2023-06-16,2023-06-17,First Class,CUST-1277,Customer 1277,Corporate,United States,North America,Illinois,Berlin,Technology,Phones,Smartphone,2,0.05,1417.16,190.31,1,2023,6,June,Q2
634,ORD-000634,2023-04-01,2023-04-06,Standard Class,CUST-1911,Customer 1911,Corporate,France,Europe,Auvergne-Rhône-Alpes,Toronto,Office Supplies,Envelopes,Business Envelopes,2,0.3,45.62,-8.29,5,2023,4,April,Q2
